method,seed,ood_level,episode,steps,ep_return,success,failures_detected,recoveries_attempted,recoveries_succeeded,safety_violations,time_to_recover,planning_ms
td_mpc2_lite,1,0.5,4,41,-77.67141857611213,0,0,0,0,0,-1.0,14.31994390015195
td_mpc2_lite,1,0.5,5,45,-63.35840004652861,0,0,0,0,0,-1.0,14.485897788674468
td_mpc2_lite,1,0.5,6,49,-17.622066159967545,0,0,0,0,0,-1.0,14.5411979649406
td_mpc2_lite,1,0.5,7,43,-66.570102430019,0,0,0,0,0,-1.0,14.55545116643703
td_mpc2_lite,1,0.5,8,60,29.000711965068845,0,0,0,0,0,-1.0,14.288791664876044
td_mpc2_lite,1,0.5,9,47,-62.34917795588512,0,0,0,0,0,-1.0,14.515321275734522
td_mpc2_lite,1,1.0,0,42,-67.75415013814415,0,0,0,0,0,-1.0,14.678769049212514
td_mpc2_lite,1,1.0,1,32,-81.02243002505286,0,0,0,0,0,-1.0,14.988968754551024
td_mpc2_lite,1,1.0,2,45,-66.67055521620563,0,0,0,0,0,-1.0,15.664522226951602
td_mpc2_lite,1,1.0,3,38,-80.62634517999084,0,0,0,0,0,-1.0,15.437631573724119
td_mpc2_lite,1,1.0,4,35,-81.20543668645304,0,0,0,0,0,-1.0,15.427645709964313
td_mpc2_lite,1,1.0,5,40,-67.67979783707747,0,0,0,0,0,-1.0,15.017144993180409
td_mpc2_lite,1,1.0,6,43,-21.525388788125497,0,0,0,0,0,-1.0,16.439653489045625
td_mpc2_lite,1,1.0,7,41,-67.81939529882031,0,0,0,0,0,-1.0,16.316156090441638
td_mpc2_lite,1,1.0,8,62,32.61377655808869,0,0,0,0,0,-1.0,17.513383873700796
td_mpc2_lite,1,1.0,9,48,-60.762516584884935,0,0,0,0,0,-1.0,19.17082916406798
td_mpc2_lite,2,0.0,0,75,-57.162796936440074,0,0,0,0,0,-1.0,21.32486266316846
td_mpc2_lite,2,0.0,1,112,-22.09823699954329,0,0,0,0,0,-1.0,20.761089286679635
td_mpc2_lite,2,0.0,2,74,-66.29513830669302,0,0,0,0,0,-1.0,16.162214864429238
td_mpc2_lite,2,0.0,3,69,-65.28678602743244,0,0,0,0,0,-1.0,15.044328986086708
td_mpc2_lite,2,0.0,4,84,-32.30916918150356,0,0,0,0,0,-1.0,14.325007144223145
td_mpc2_lite,2,0.0,5,60,-13.28960422993552,0,0,0,0,0,-1.0,14.269100001547486
td_mpc2_lite,2,0.0,6,70,-49.124457577352864,0,0,0,0,0,-1.0,14.766451427879344
td_mpc2_lite,2,0.0,7,84,48.00070761999109,0,0,0,0,0,-1.0,14.717450003705121
td_mpc2_lite,2,0.0,8,91,-35.55424135370288,0,0,0,0,0,-1.0,14.621937358982166
td_mpc2_lite,2,0.0,9,79,-38.42489169915985,0,0,0,0,0,-1.0,14.520064557024243
td_mpc2_lite,2,0.5,0,67,-64.46552844881703,0,0,0,0,0,-1.0,15.176171638460746
td_mpc2_lite,2,0.5,1,164,0.48268370829980256,0,0,0,0,0,-1.0,14.634854267791436
td_mpc2_lite,2,0.5,2,89,-44.20166671874383,0,0,0,0,0,-1.0,14.470986515712621
td_mpc2_lite,2,0.5,3,75,-64.78702142560647,0,0,0,0,0,-1.0,14.21180933403472
td_mpc2_lite,2,0.5,4,90,-28.33672042513112,0,0,0,0,0,-1.0,132.5852255595641
td_mpc2_lite,2,0.5,5,108,-11.330069502645813,0,0,0,0,0,-1.0,24.88003982095203
td_mpc2_lite,2,0.5,6,129,-8.702706697899771,0,0,0,0,0,-1.0,16.13400310147987
td_mpc2_lite,2,0.5,7,63,31.204723513611654,0,0,0,0,0,-1.0,15.6459253990934
td_mpc2_lite,2,0.5,8,115,-13.451459627774724,0,0,0,0,0,-1.0,15.812527825144809
td_mpc2_lite,2,0.5,9,103,-25.510416688887034,0,0,0,0,0,-1.0,17.392000000928395
td_mpc2_lite,2,1.0,0,47,-73.00746665031062,0,0,0,0,0,-1.0,16.642378723655053
td_mpc2_lite,2,1.0,1,122,-2.896570681523386,0,0,0,0,0,-1.0,14.806881146677235
td_mpc2_lite,2,1.0,2,64,-69.11246542614057,0,0,0,0,0,-1.0,14.841521884591202
td_mpc2_lite,2,1.0,3,124,-13.093367405950914,0,0,0,0,0,-1.0,14.921278222895888
td_mpc2_lite,2,1.0,4,56,-56.553021768695835,0,0,0,0,0,-1.0,14.60384464735398
td_mpc2_lite,2,1.0,5,52,-16.94016943982274,0,0,0,0,0,-1.0,15.260834616268626
td_mpc2_lite,2,1.0,6,91,-30.153977785095066,0,0,0,0,0,-1.0,14.999206587902506
td_mpc2_lite,2,1.0,7,53,25.32602647616578,0,0,0,0,0,-1.0,15.139926417142082
td_mpc2_lite,2,1.0,8,72,-44.699774998184054,0,0,0,0,0,-1.0,16.311858334423352
td_mpc2_lite,2,1.0,9,56,-53.15125542645118,0,0,0,0,0,-1.0,15.472049998477035
dreamer_lite,0,0.0,0,70,-51.3330028822533,0,0,0,0,0,-1.0,0.09718285873532295
dreamer_lite,0,0.0,1,134,2.1890271329277198,0,0,0,0,0,-1.0,0.09659999753904543
dreamer_lite,0,0.0,2,55,-67.63003046391262,0,0,0,0,0,-1.0,0.09537818418307738
dreamer_lite,0,0.0,3,61,-55.43674903858798,0,0,0,0,0,-1.0,0.0967737716683721
dreamer_lite,0,0.0,4,56,-71.45709991251694,0,0,0,0,0,-1.0,0.09485892951488495
dreamer_lite,0,0.0,5,54,-70.60561556774263,0,0,0,0,0,-1.0,0.09525554789299215
dreamer_lite,0,0.0,6,71,-42.33260000734435,0,0,0,0,0,-1.0,0.09529295862770416
dreamer_lite,0,0.0,7,62,-47.95237021166716,0,0,0,0,0,-1.0,0.09510483622791306
dreamer_lite,0,0.0,8,59,-54.42822431390233,0,0,0,0,0,-1.0,0.09802881316518632
dreamer_lite,0,0.0,9,71,-39.09927643614305,0,0,0,0,0,-1.0,0.09430422690290381
dreamer_lite,0,0.5,0,72,-53.80938372438664,0,0,0,0,0,-1.0,0.1023611120116483
dreamer_lite,0,0.5,1,87,-31.07734667522253,0,0,0,0,0,-1.0,0.09831724201339757
dreamer_lite,0,0.5,2,59,-69.06123285508944,0,0,0,0,0,-1.0,0.09664068278714509
dreamer_lite,0,0.5,3,67,-54.98800148026732,0,0,0,0,0,-1.0,0.10566716690533864
dreamer_lite,0,0.5,4,61,-72.77757461793307,0,0,0,0,0,-1.0,0.1131819692806753
dreamer_lite,0,0.5,5,60,-71.04953256035519,0,0,0,0,0,-1.0,0.09981833281926811
dreamer_lite,0,0.5,6,70,-47.787580921342894,0,0,0,0,0,-1.0,0.10725857240946166
dreamer_lite,0,0.5,7,67,-12.85794561324957,0,0,0,0,0,-1.0,0.10318805571339691
dreamer_lite,0,0.5,8,66,-53.30370529190589,0,0,0,0,0,-1.0,0.09597575725902888
dreamer_lite,0,0.5,9,76,43.77723227681673,0,0,0,0,0,-1.0,0.10048815334142235
dreamer_lite,0,1.0,0,25,-82.41414486378875,0,0,0,0,0,-1.0,0.11489600641652942
dreamer_lite,0,1.0,1,24,-85.12255680062437,0,0,0,0,0,-1.0,0.1357583266023236
dreamer_lite,0,1.0,2,22,-86.62498208496784,0,0,0,0,0,-1.0,0.10357725973749025
dreamer_lite,0,1.0,3,23,-83.19635253844076,0,0,0,0,0,-1.0,0.10157391459316663
dreamer_lite,0,1.0,4,20,-90.08954009951896,0,0,0,0,0,-1.0,0.10061000648420304
dreamer_lite,0,1.0,5,21,-88.6628733823594,0,0,0,0,0,-1.0,0.09918571283508625
dreamer_lite,0,1.0,6,23,-82.27865733203691,0,0,0,0,0,-1.0,0.09892173820053754
dreamer_lite,0,1.0,7,23,-35.06824021497394,0,0,0,0,0,-1.0,0.11264782338200705
dreamer_lite,0,1.0,8,21,-83.88850002926422,0,0,0,0,0,-1.0,0.1126904750154132
dreamer_lite,0,1.0,9,21,-84.82023490358317,0,0,0,0,0,-1.0,0.1328761850128926
dreamer_lite,1,0.0,0,29,-82.51673325207017,0,0,0,0,0,-1.0,0.09055173321594966
dreamer_lite,1,0.0,1,33,-74.36201730338459,0,0,0,0,0,-1.0,0.08919393065187967
dreamer_lite,1,0.0,2,31,-83.665965423634,0,0,0,0,0,-1.0,0.0956999945394214
dreamer_lite,1,0.0,3,31,-79.87145612521579,0,0,0,0,0,-1.0,0.08874516483516462
dreamer_lite,1,0.0,4,29,-87.02903485819616,0,0,0,0,0,-1.0,0.09635517951743357
dreamer_lite,1,0.0,5,30,-86.03119121316426,0,0,0,0,0,-1.0,0.09550666436553001
dreamer_lite,1,0.0,6,31,-78.2005887184105,0,0,0,0,0,-1.0,0.09567741559998642
dreamer_lite,1,0.0,7,32,-74.81353403682152,0,0,0,0,0,-1.0,0.10093125092680566
dreamer_lite,1,0.0,8,32,-77.33761164345626,0,0,0,0,0,-1.0,0.11541249841684476
dreamer_lite,1,0.0,9,32,16.32304654907307,0,0,0,0,0,-1.0,0.11148437624797225
dreamer_lite,1,0.5,0,40,-71.73248904710623,0,0,0,0,0,-1.0,0.11617998970905319
dreamer_lite,1,0.5,1,39,-73.27038900559863,0,0,0,0,0,-1.0,0.10150769659771751
dreamer_lite,1,0.5,2,31,-81.32230110646309,0,0,0,0,0,-1.0,0.10037742322310805
dreamer_lite,1,0.5,3,36,-73.41175119209886,0,0,0,0,0,-1.0,0.1234194464308934
dreamer_lite,1,0.5,4,33,-82.84116419539572,0,0,0,0,0,-1.0,0.11324848641048778
dreamer_lite,1,0.5,5,33,-81.60002726193952,0,0,0,0,0,-1.0,0.10080605914646928
dreamer_lite,1,0.5,6,36,-70.47216380947609,0,0,0,0,0,-1.0,0.10779722651932389
dreamer_lite,1,0.5,7,36,-26.117005460473607,0,0,0,0,0,-1.0,0.0963444391446602
dreamer_lite,1,0.5,8,34,-73.16843315437274,0,0,0,0,0,-1.0,0.09610587970682365
dreamer_lite,1,0.5,9,37,-70.5183422583986,0,0,0,0,0,-1.0,0.09646757216368979
dreamer_lite,1,1.0,0,62,-53.98492348271259,0,0,0,0,0,-1.0,0.10078871292212317
dreamer_lite,1,1.0,1,59,-55.94929728919023,0,0,0,0,0,-1.0,0.09747627151782735
dreamer_lite,1,1.0,2,31,-81.12369358383972,0,0,0,0,0,-1.0,0.0971096751820897
dreamer_lite,1,1.0,3,45,-66.07982081343096,0,0,0,0,0,-1.0,0.11032444114486377
dreamer_lite,1,1.0,4,35,-81.66436786588827,0,0,0,0,0,-1.0,0.11161999677174858
dreamer_lite,1,1.0,5,37,-79.0542024427886,0,0,0,0,0,-1.0,0.09776486518062852
dreamer_lite,1,1.0,6,44,-63.75514087717267,0,0,0,0,0,-1.0,0.09616136561486531
dreamer_lite,1,1.0,7,41,-21.38984903807652,0,0,0,0,0,-1.0,0.10616341804540376
dreamer_lite,1,1.0,8,41,-67.07045412840894,0,0,0,0,0,-1.0,0.09785122635615308
dreamer_lite,1,1.0,9,45,23.63800215323988,0,0,0,0,0,-1.0,0.09615110983658168
dreamer_lite,2,0.0,0,41,-71.03419751050835,0,0,0,0,0,-1.0,0.10710243396915314
dreamer_lite,2,0.0,1,42,-70.66289318302249,0,0,0,0,0,-1.0,0.10014999896243569
dreamer_lite,2,0.0,2,36,-77.93632697114643,0,0,0,0,0,-1.0,0.09522499911124921
dreamer_lite,2,0.0,3,38,-71.36721648457592,0,0,0,0,0,-1.0,0.10907368299453274
dreamer_lite,2,0.0,4,38,-79.87437210530966,0,0,0,0,0,-1.0,0.09741578526843928
dreamer_lite,2,0.0,5,37,-79.22501912034937,0,0,0,0,0,-1.0,0.09458648619820943
dreamer_lite,2,0.0,6,40,-67.13907648102992,0,0,0,0,0,-1.0,0.09425750176887959
dreamer_lite,2,0.0,7,38,-24.227102304540438,0,0,0,0,0,-1.0,0.08751841500940684
dreamer_lite,2,0.0,8,37,-70.2762043895018,0,0,0,0,0,-1.0,0.09408108166393798
dreamer_lite,2,0.0,9,39,-69.23347135018984,0,0,0,0,0,-1.0,0.09330512227442785
dreamer_lite,2,0.5,0,19,-89.81864643010302,0,0,0,0,0,-1.0,0.09424736613015595
dreamer_lite,2,0.5,1,20,-85.12770766021647,0,0,0,0,0,-1.0,0.11708999227266759
dreamer_lite,2,0.5,2,22,-90.46823156076697,0,0,0,0,0,-1.0,0.10021818029186265
dreamer_lite,2,0.5,3,19,-88.81343252038313,0,0,0,0,0,-1.0,0.0966947409324348
dreamer_lite,2,0.5,4,17,-93.32655281920484,0,0,0,0,0,-1.0,0.0961588161504444
dreamer_lite,2,0.5,5,18,-92.65891894996416,0,0,0,0,0,-1.0,0.09606111497204337
dreamer_lite,2,0.5,6,19,-87.65035492160298,0,0,0,0,0,-1.0,0.09503684888936971
dreamer_lite,2,0.5,7,20,-86.37150109685,0,0,0,0,0,-1.0,0.09920999582391232
dreamer_lite,2,0.5,8,19,-88.08410366145257,0,0,0,0,0,-1.0,0.10539999991459281
dreamer_lite,2,0.5,9,17,7.1808620486445705,0,0,0,0,0,-1.0,0.09807059541344643
dreamer_lite,2,1.0,0,78,-42.965879956522194,0,0,0,0,0,-1.0,0.092232051359203
dreamer_lite,2,1.0,1,69,-47.34373873803161,0,0,0,0,0,-1.0,0.0988826066242072
dreamer_lite,2,1.0,2,48,-73.14963173853182,0,0,0,0,0,-1.0,0.10151666356250644
dreamer_lite,2,1.0,3,90,-33.50517409329717,0,0,0,0,0,-1.0,0.09806222644531065
dreamer_lite,2,1.0,4,85,-52.50527628788631,0,0,0,0,0,-1.0,0.0958458787542494
dreamer_lite,2,1.0,5,75,-59.67968902254502,0,0,0,0,0,-1.0,0.0948613346554339
dreamer_lite,2,1.0,6,67,-44.77130540270149,0,0,0,0,0,-1.0,0.0940179113479359
dreamer_lite,2,1.0,7,62,-7.756955500089646,0,0,0,0,0,-1.0,0.09434838824334645
dreamer_lite,2,1.0,8,79,-39.25168256418513,0,0,0,0,0,-1.0,0.09415696133399688
dreamer_lite,2,1.0,9,59,30.653563993773076,0,0,0,0,0,-1.0,0.09536948962673797
gatsr_full,0,0.0,0,215,322.0508767974262,1,0,0,0,25,-1.0,26.650646046280514
gatsr_full,0,0.0,1,110,18.122777098031563,0,7,1,0,39,-1.0,27.523361814250663
gatsr_full,0,0.0,2,152,99.94117115850341,0,5,1,0,43,-1.0,32.65170197195594
gatsr_full,0,0.0,3,205,316.6796074046055,1,0,0,0,20,-1.0,37.791053171655754
gatsr_full,0,0.0,4,243,337.44128759345085,1,0,0,0,45,-1.0,36.26548395197026
gatsr_full,0,0.0,5,223,327.70042751779425,1,0,0,0,20,-1.0,32.680488344242235
gatsr_full,0,0.0,6,153,281.91134730480894,1,0,0,0,8,-1.0,28.028118303136935
gatsr_full,0,0.0,7,155,284.05642590965124,1,0,0,0,4,-1.0,27.003906455431736
gatsr_full,0,0.0,8,205,317.93067373562343,1,0,0,0,26,-1.0,26.870378046921203
gatsr_full,0,0.0,9,62,34.724146816587506,0,5,1,0,29,-1.0,27.85691935118408
gatsr_full,0,0.5,0,222,329.0808484629075,1,0,0,0,23,-1.0,26.77853603355444
gatsr_full,0,0.5,1,155,269.8752757347304,1,0,0,0,26,-1.0,26.910552261547455
gatsr_full,0,0.5,2,156,103.58215357047523,0,5,1,0,44,-1.0,26.820296153742582
gatsr_full,0,0.5,3,205,317.03138341595275,1,0,0,0,15,-1.0,27.117199513481975
gatsr_full,0,0.5,4,232,327.1461375865814,1,0,0,0,32,-1.0,27.326174136572355
gatsr_full,0,0.5,5,219,324.1109906163959,1,0,0,0,18,-1.0,26.663819177514238
gatsr_full,0,0.5,6,160,288.1686115820161,1,0,0,0,8,-1.0,26.697760000024573
gatsr_full,0,0.5,7,156,285.18334252082747,1,0,0,0,4,-1.0,26.761318587560734
gatsr_full,0,0.5,8,78,5.21073395175037,0,4,1,0,23,-1.0,26.19412564374029
gatsr_full,0,0.5,9,56,34.75798395455659,0,4,1,0,23,-1.0,26.87348214697392
gatsr_full,0,1.0,0,229,335.8682499033482,1,0,0,0,29,-1.0,26.93524279359191
gatsr_full,0,1.0,1,162,277.66085848029905,1,0,0,0,21,-1.0,24.31200370573393
gatsr_full,0,1.0,2,152,98.27223208230298,0,6,1,0,47,-1.0,24.108431579646236
gatsr_full,0,1.0,3,153,115.45950038256476,0,5,1,0,32,-1.0,24.205177778521175
gatsr_full,0,1.0,4,256,348.2283927061315,1,0,0,0,39,-1.0,23.853108593129946
gatsr_full,0,1.0,5,211,317.1179046983139,1,0,0,0,17,-1.0,23.92205497789554
gatsr_full,0,1.0,6,162,290.23020923646317,1,0,0,0,5,-1.0,23.935193207436875
gatsr_full,0,1.0,7,155,283.8553009094306,1,0,0,0,5,-1.0,23.793281933608196
gatsr_full,0,1.0,8,200,313.7413408170948,1,0,0,0,19,-1.0,23.870047500240617
gatsr_full,0,1.0,9,56,35.851761188304806,0,4,1,0,23,-1.0,24.24193214184405
gatsr_full,1,0.0,0,109,16.989961567230395,0,8,1,0,38,-1.0,23.935056881607434
gatsr_full,1,0.0,1,152,99.94117115850341,0,5,1,0,43,-1.0,24.148212502998497
gatsr_full,1,0.0,2,205,316.6796074046055,1,0,0,0,20,-1.0,23.88564195290844
gatsr_full,1,0.0,3,243,337.44128759345085,1,0,0,0,45,-1.0,23.94849094686792
gatsr_full,1,0.0,4,223,327.70042751779425,1,0,0,0,20,-1.0,24.036180716365024
gatsr_full,1,0.0,5,153,281.91134730480894,1,0,0,0,8,-1.0,23.920804576026093
gatsr_full,1,0.0,6,155,284.05642590965124,1,0,0,0,4,-1.0,25.18165871208053
gatsr_full,1,0.0,7,205,317.93067373562343,1,0,0,0,26,-1.0,27.351784389238894
gatsr_full,1,0.0,8,76,41.60305115887522,0,6,1,0,32,-1.0,26.7623184221233
gatsr_full,1,0.0,9,188,303.54953342027386,1,0,0,0,25,-1.0,27.97268297891083
gatsr_full,1,0.5,0,155,269.8752757347304,1,0,0,0,26,-1.0,26.526403227715843
gatsr_full,1,0.5,1,156,103.58215357047523,0,5,1,0,44,-1.0,26.43860705183425
gatsr_full,1,0.5,2,205,317.03138341595275,1,0,0,0,15,-1.0,26.697329755179673
gatsr_full,1,0.5,3,232,327.1461375865814,1,0,0,0,32,-1.0,27.141541379337312
gatsr_full,1,0.5,4,219,324.1109906163959,1,0,0,0,18,-1.0,24.1571310479683
gatsr_full,1,0.5,5,160,288.1686115820161,1,0,0,0,8,-1.0,23.736665625983733
gatsr_full,1,0.5,6,156,285.18334252082747,1,0,0,0,4,-1.0,24.028780126872544
gatsr_full,1,0.5,7,78,5.21073395175037,0,4,1,0,23,-1.0,23.912666668482604
gatsr_full,1,0.5,8,56,34.75798395455659,0,4,1,0,23,-1.0,23.93825357596922
gatsr_full,1,0.5,9,155,111.54749083148506,0,8,1,0,39,-1.0,24.193218064629622
gatsr_full,1,1.0,0,162,277.66085848029905,1,0,0,0,21,-1.0,23.738608641670673
gatsr_full,1,1.0,1,152,98.27223208230298,0,6,1,0,47,-1.0,23.917286842142378
gatsr_full,1,1.0,2,153,115.45950038256476,0,5,1,0,32,-1.0,24.157336602608364
gatsr_full,1,1.0,3,256,348.2283927061315,1,0,0,0,39,-1.0,23.99473671925989
gatsr_full,1,1.0,4,211,317.1179046983139,1,0,0,0,17,-1.0,24.471596683104085
gatsr_full,1,1.0,5,162,290.23020923646317,1,0,0,0,5,-1.0,24.980112962010836
gatsr_full,1,1.0,6,155,283.8553009094306,1,0,0,0,5,-1.0,24.14005096671322
gatsr_full,1,1.0,7,200,313.7413408170948,1,0,0,0,19,-1.0,24.291094000509474
gatsr_full,1,1.0,8,56,35.851761188304806,0,4,1,0,23,-1.0,23.983530353039637
gatsr_full,1,1.0,9,141,97.10028909842356,0,10,1,0,39,-1.0,23.703404257638738
gatsr_full,2,0.0,0,152,99.94117115850341,0,5,1,0,43,-1.0,23.777393421225593
gatsr_full,2,0.0,1,205,316.6796074046055,1,0,0,0,20,-1.0,23.642953169225464
gatsr_full,2,0.0,2,243,337.44128759345085,1,0,0,0,45,-1.0,23.63091687371939
gatsr_full,2,0.0,3,223,327.70042751779425,1,0,0,0,20,-1.0,23.94577174999797
gatsr_full,2,0.0,4,153,281.91134730480894,1,0,0,0,8,-1.0,23.89715621027231
gatsr_full,2,0.0,5,155,284.05642590965124,1,0,0,0,4,-1.0,23.6365593564246
gatsr_full,2,0.0,6,205,317.93067373562343,1,0,0,0,26,-1.0,24.591036583864835
gatsr_full,2,0.0,7,82,44.87855286754305,0,8,1,0,35,-1.0,26.947119512464624
gatsr_full,2,0.0,8,188,303.54953342027386,1,0,0,0,25,-1.0,32.88347233722155
gatsr_full,2,0.0,9,83,-4.177072416820707,0,8,1,0,33,-1.0,32.626033733256655
gatsr_full,2,0.5,0,156,103.58215357047523,0,5,1,0,44,-1.0,33.0223589728867
gatsr_full,2,0.5,1,205,317.03138341595275,1,0,0,0,15,-1.0,33.10159024294102
gatsr_full,2,0.5,2,232,327.1461375865814,1,0,0,0,32,-1.0,31.978415085930088
gatsr_full,2,0.5,3,219,324.1109906163959,1,0,0,0,18,-1.0,32.517704109344464
gatsr_full,2,0.5,4,160,288.1686115820161,1,0,0,0,8,-1.0,33.8085868737835
gatsr_full,2,0.5,5,156,285.18334252082747,1,0,0,0,4,-1.0,31.908198075819737
gatsr_full,2,0.5,6,78,5.21073395175037,0,4,1,0,23,-1.0,29.20668333162888
gatsr_full,2,0.5,7,56,34.75798395455659,0,4,1,0,23,-1.0,28.58510714057567
gatsr_full,2,0.5,8,158,114.39320686354044,0,8,1,0,39,-1.0,26.12556265910227
gatsr_full,2,0.5,9,130,247.916712319159,1,0,0,0,22,-1.0,26.411426923452662
gatsr_full,2,1.0,0,152,98.27223208230298,0,6,1,0,47,-1.0,25.92698684288495
gatsr_full,2,1.0,1,153,115.45950038256476,0,5,1,0,32,-1.0,26.49167581618112
gatsr_full,2,1.0,2,256,348.2283927061315,1,0,0,0,39,-1.0,29.28255078404618
gatsr_full,2,1.0,3,211,317.1179046983139,1,0,0,0,17,-1.0,27.218712797229536
gatsr_full,2,1.0,4,162,290.23020923646317,1,0,0,0,5,-1.0,25.579132100518358
gatsr_full,2,1.0,5,155,283.8553009094306,1,0,0,0,5,-1.0,25.948856129581408
gatsr_full,2,1.0,6,200,313.7413408170948,1,0,0,0,19,-1.0,26.2116200037417
gatsr_full,2,1.0,7,56,35.851761188304806,0,4,1,0,23,-1.0,26.319878572914085
gatsr_full,2,1.0,8,125,90.33378651137475,0,6,1,0,32,-1.0,28.519234398845583
gatsr_full,2,1.0,9,64,-11.219849729153907,0,4,1,0,27,-1.0,38.441185938609124
gatsr_no_graph,0,0.0,0,215,322.0508767974262,1,0,0,0,25,-1.0,36.534277675673366
gatsr_no_graph,0,0.0,1,115,22.291439722277033,0,8,1,0,39,-1.0,37.22996173942786
gatsr_no_graph,0,0.0,2,152,99.94117115850341,0,5,1,0,43,-1.0,28.165894079153844
gatsr_no_graph,0,0.0,3,205,316.6796074046055,1,0,0,0,20,-1.0,23.42248975566202
gatsr_no_graph,0,0.0,4,243,337.44128759345085,1,0,0,0,45,-1.0,23.63913168545253
gatsr_no_graph,0,0.0,5,223,327.70042751779425,1,0,0,0,20,-1.0,23.467763227352147
gatsr_no_graph,0,0.0,6,153,281.91134730480894,1,0,0,0,8,-1.0,23.283722224946626
gatsr_no_graph,0,0.0,7,155,284.05642590965124,1,0,0,0,4,-1.0,23.543574192726442
gatsr_no_graph,0,0.0,8,205,317.93067373562343,1,0,0,0,26,-1.0,23.46605999883628
gatsr_no_graph,0,0.0,9,84,47.579855587256475,0,7,1,0,35,-1.0,23.15087261931261
gatsr_no_graph,0,0.5,0,222,329.0808484629075,1,0,0,0,23,-1.0,23.1516171141364
gatsr_no_graph,0,0.5,1,155,269.8752757347304,1,0,0,0,26,-1.0,23.26755096512516
gatsr_no_graph,0,0.5,2,156,103.58215357047523,0,5,1,0,44,-1.0,23.223274356822888
gatsr_no_graph,0,0.5,3,205,317.03138341595275,1,0,0,0,15,-1.0,23.242183903334436
gatsr_no_graph,0,0.5,4,232,327.1461375865814,1,0,0,0,32,-1.0,23.122136635155865
gatsr_no_graph,0,0.5,5,219,324.1109906163959,1,0,0,0,18,-1.0,23.443865753788945
gatsr_no_graph,0,0.5,6,160,288.1686115820161,1,0,0,0,8,-1.0,23.42462312481075
gatsr_no_graph,0,0.5,7,156,285.18334252082747,1,0,0,0,4,-1.0,23.26922179557956
gatsr_no_graph,0,0.5,8,78,5.21073395175037,0,4,1,0,23,-1.0,23.17037948822149
gatsr_no_graph,0,0.5,9,56,34.75798395455659,0,4,1,0,23,-1.0,23.16663571816337
gatsr_no_graph,0,1.0,0,229,335.8682499033482,1,0,0,0,29,-1.0,23.464017466837173
gatsr_no_graph,0,1.0,1,162,277.66085848029905,1,0,0,0,21,-1.0,23.993850615231988
gatsr_no_graph,0,1.0,2,152,98.27223208230298,0,6,1,0,47,-1.0,23.58732039551557
gatsr_no_graph,0,1.0,3,153,115.45950038256476,0,5,1,0,32,-1.0,23.407184965132426
gatsr_no_graph,0,1.0,4,256,348.2283927061315,1,0,0,0,39,-1.0,23.268502342943975
gatsr_no_graph,0,1.0,5,211,317.1179046983139,1,0,0,0,17,-1.0,23.098667771268584
gatsr_no_graph,0,1.0,6,162,290.23020923646317,1,0,0,0,5,-1.0,23.540964199914196
gatsr_no_graph,0,1.0,7,155,283.8553009094306,1,0,0,0,5,-1.0,23.25789032263621
gatsr_no_graph,0,1.0,8,200,313.7413408170948,1,0,0,0,19,-1.0,23.09742099896539
gatsr_no_graph,0,1.0,9,56,35.851761188304806,0,4,1,0,23,-1.0,23.003737504560767
gatsr_no_graph,1,0.0,0,109,17.842866880207154,0,7,1,0,38,-1.0,22.960357797340652
gatsr_no_graph,1,0.0,1,152,99.94117115850341,0,5,1,0,43,-1.0,24.895790790124966
gatsr_no_graph,1,0.0,2,205,316.6796074046055,1,0,0,0,20,-1.0,26.66471268209379
gatsr_no_graph,1,0.0,3,243,337.44128759345085,1,0,0,0,45,-1.0,26.50916049282791
gatsr_no_graph,1,0.0,4,223,327.70042751779425,1,0,0,0,20,-1.0,26.010207175392022
gatsr_no_graph,1,0.0,5,153,281.91134730480894,1,0,0,0,8,-1.0,25.823752938319313
gatsr_no_graph,1,0.0,6,155,284.05642590965124,1,0,0,0,4,-1.0,26.057647096158394
gatsr_no_graph,1,0.0,7,205,317.93067373562343,1,0,0,0,26,-1.0,25.78471804906546
gatsr_no_graph,1,0.0,8,81,44.52774167516887,0,8,1,0,35,-1.0,26.354888889559167
gatsr_no_graph,1,0.0,9,188,303.54953342027386,1,0,0,0,25,-1.0,26.11928085203312
gatsr_no_graph,1,0.5,0,155,269.8752757347304,1,0,0,0,26,-1.0,25.535710323076213
gatsr_no_graph,1,0.5,1,156,103.58215357047523,0,5,1,0,44,-1.0,26.82213782174632
gatsr_no_graph,1,0.5,2,205,317.03138341595275,1,0,0,0,15,-1.0,26.289268293440706
gatsr_no_graph,1,0.5,3,232,327.1461375865814,1,0,0,0,32,-1.0,25.973320254957674
gatsr_no_graph,1,0.5,4,219,324.1109906163959,1,0,0,0,18,-1.0,26.24350548195589
gatsr_no_graph,1,0.5,5,160,288.1686115820161,1,0,0,0,8,-1.0,26.28167812436004
gatsr_no_graph,1,0.5,6,156,285.18334252082747,1,0,0,0,4,-1.0,25.562452563556292
gatsr_no_graph,1,0.5,7,78,5.21073395175037,0,4,1,0,23,-1.0,26.211047433137608
gatsr_no_graph,1,0.5,8,56,34.75798395455659,0,4,1,0,23,-1.0,26.706944649049547
gatsr_no_graph,1,0.5,9,160,115.70559743935507,0,8,1,0,41,-1.0,25.8555599997635
gatsr_no_graph,1,1.0,0,162,277.66085848029905,1,0,0,0,21,-1.0,27.048045680225815
